white_elo,black_elo,eco,opening,result,num_plies,time_control
1967,1955,C65,"Ruy Lopez: Classical Variation, Zukertort Gambit",0-1,62,60+0
2565,2513,A40,Englund Gambit: Soller Gambit Deferred,1-0,125,60+0
1328,1388,A06,Zukertort Opening: Tennison Gambit,0-1,60,60+0
2349,2272,B20,Sicilian Defense: Mengarini Variation,1/2-1/2,96,60+0
1921,1957,B13,Caro-Kann Defense: Exchange Variation,0-1,70,60+0
1639,1663,A40,Englund Gambit: Hartlaub-Charlick Gambit,0-1,52,60+0
1725,1774,A00,Polish Opening,1-0,41,60+0
2085,2015,C44,Scotch Game: Lolli Variation,0-1,62,60+0
1628,1627,B01,Scandinavian Defense: Mieses-Kotroc Variation,0-1,80,60+0
1817,1846,B52,"Sicilian Defense: Moscow Variation, Main Line",0-1,66,60+0
1613,1619,E92,"King's Indian Defense: Petrosian Variation, Stein Defense",1-0,51,60+0
2280,2318,C01,French Defense: Exchange Variation,0-1,54,60+0
2088,2116,B22,Sicilian Defense: Alapin Variation,1-0,51,60+0
1434,1389,D06,Queen's Gambit Declined: Marshall Defense,1-0,69,60+0
819,831,D00,Queen's Pawn Game,1-0,55,60+0
1991,1977,A00,Polish Opening: King's Indian Variation,1-0,55,60+0
1270,1230,C00,French Defense: Perseus Gambit,1-0,63,60+0
1666,1662,D02,"Queen's Pawn Game: London System, with e6",1/2-1/2,100,60+0
1934,1836,C00,French Defense: Knight Variation,1-0,121,120+0
1803,1828,A40,Englund Gambit,1-0,91,60+0
2160,2013,B22,"Sicilian Defense: Alapin Variation, Barmen Defense, Central Exchange",1-0,89,180+2
994,886,C44,Scotch Game,1-0,23,180+2
2399,1613,A40,Englund Gambit,1-0,45,30+0
1847,2473,A06,Zukertort Opening: Reversed Mexican Defense,0-1,56,30+0
1741,1936,A06,Zukertort Opening: Tennison Gambit,0-1,26,30+0
1198,798,A01,Nimzo-Larsen Attack: Modern Variation,1-0,19,30+0
1641,1519,C47,Four Knights Game: Scotch Variation Accepted,0-1,76,1200+0
2225,2237,A10,English Opening,1-0,109,60+0
1613,1542,B50,Sicilian Defense: Modern Variations,1-0,109,600+0
2418,2421,D02,Queen's Pawn Game: Anti-Torre,0-1,60,30+0
1882,1836,D20,"Queen's Gambit Accepted: Central Variation, Greco Variation",1-0,20,600+0
1487,1446,D02,Queen's Pawn Game: London System,1-0,75,600+0
1372,1379,D06,Queen's Gambit Declined: Marshall Defense,1-0,71,600+0
1631,1694,C60,Ruy Lopez,1-0,49,600+0
848,905,C20,King's Pawn Game: Tortoise Opening,0-1,66,600+0
1727,1731,A13,English Opening: Agincourt Defense,1-0,69,600+0
1572,1551,D01,Rapport-Jobava System,1-0,13,600+0
1406,1355,C45,Scotch Game: Classical Variation,1-0,23,600+0
1745,1780,D06,Queen's Gambit Declined: Marshall Defense,1-0,53,600+0
1994,1887,B21,Sicilian Defense: McDonnell Attack,0-1,134,600+0
1500,1526,A40,Queen's Pawn Game: Modern Defense,0-1,44,600+0
707,678,B00,Ware Defense,1/2-1/2,59,600+0
1358,1847,C65,Ruy Lopez: Berlin Defense,1-0,107,120+1
1181,1367,C22,Center Game: Normal Variation,0-1,48,120+1
1424,1255,C44,Scotch Game: Lolli Variation,1-0,85,120+1
1056,979,C50,"Italian Game: Giuoco Pianissimo, Canal Variation",0-1,96,120+1
910,897,C40,King's Pawn Game: Busch-Gass Gambit,1-0,99,120+1
955,837,C20,King's Pawn Game: Leonardis Variation,0-1,8,120+1
921,977,B01,Scandinavian Defense,0-1,80,120+1
1864,1925,C46,Three Knights Opening,1-0,125,300+0
1615,1828,B27,Sicilian Defense: Hyperaccelerated Dragon,0-1,126,300+0
1561,1451,C44,Scotch Game: Vitzthum Attack,1-0,55,300+0
1648,1968,B40,Sicilian Defense: French Variation,0-1,58,300+0
1632,1600,B01,Scandinavian Defense: Boehnke Gambit,1-0,107,300+0
1830,1571,C24,Bishop's Opening: Berlin Defense,1-0,63,300+0
1415,1353,C48,Four Knights Game: Spanish Variation,0-1,82,300+0
2058,2071,B01,Scandinavian Defense: Modern Variation,0-1,96,60+0
1150,1064,C00,French Defense: Knight Variation,1-0,51,60+0
2432,2360,B01,Scandinavian Defense: Main Line,0-1,56,60+0
1875,1895,B00,Nimzowitsch Defense,0-1,50,60+0
1474,1533,B07,King's Pawn Game: Maróczy Defense,0-1,62,60+0
2128,2129,C00,Rat Defense: Small Center Defense,0-1,82,60+0
1937,1951,B10,Caro-Kann Defense,1/2-1/2,76,60+0
1567,1561,A43,Benoni Defense: Benoni Gambit Accepted,0-1,30,60+0
723,866,B20,Sicilian Defense: Bowdler Attack,1-0,39,60+0
934,1028,C57,"Italian Game: Two Knights Defense, Ponziani-Steinitz Gambit",0-1,24,60+0
1851,1917,B13,"Caro-Kann Defense: Panov Attack, Modern Defense, Mieses Line",0-1,84,180+0
1510,1532,C44,King's Pawn Game: Tayler Opening,1-0,51,180+0
1399,1363,B40,Sicilian Defense: French Variation,1-0,101,180+0
2341,2197,B03,Alekhine Defense,1-0,89,180+0
1699,1678,B00,Duras Gambit,1-0,49,180+0
2073,2053,B20,Sicilian Defense,1-0,63,180+0
1166,1164,D00,Queen's Pawn Game: Accelerated London System,0-1,73,180+0
1638,1625,B10,Caro-Kann Defense: Hillbilly Attack,1-0,79,180+0
1664,1651,C50,Italian Game: Blackburne-Kostić Gambit,1-0,131,300+0
867,745,C40,Elephant Gambit,1-0,85,300+0
1786,1756,B01,Scandinavian Defense: Mieses-Kotroc Variation,0-1,48,300+0
1556,1545,C44,Scotch Game: Scotch Gambit,0-1,56,300+0
998,1014,C44,Scotch Game,1-0,63,300+0
1055,1060,A43,Benoni Defense: French Benoni,0-1,14,300+0
1230,1139,C45,Scotch Game,1-0,33,300+0
1944,1887,B40,Sicilian Defense: French Variation,0-1,46,300+0
2073,2033,B30,Sicilian Defense: Old Sicilian,0-1,138,300+0
1474,1491,A40,English Defense,0-1,62,300+0
1613,1633,B00,Pirc Defense,1-0,81,300+0
1718,1716,C42,Petrov's Defense: Stafford Gambit,1-0,75,300+0
2006,1988,D10,Slav Defense: Exchange Variation,0-1,106,300+0
1028,988,B01,Scandinavian Defense: Mieses-Kotroc Variation,1-0,51,300+0
1851,1811,D02,"Queen's Pawn Game: London System, with e6",0-1,68,300+0
1753,1763,B01,Scandinavian Defense: Valencian Variation,0-1,66,600+0
1959,2153,A08,King's Indian Attack: Sicilian Variation,0-1,56,120+0
1758,1767,D00,Queen's Pawn Game,1-0,65,180+2
1423,1440,B12,Caro-Kann Defense: Modern Variation,1-0,67,60+0
2148,2182,D00,Queen's Pawn Game,0-1,80,60+0
1784,1801,A40,Queen's Pawn Game: Modern Defense,1-0,69,60+0
1768,1747,D00,Blackmar-Diemer Gambit,0-1,58,60+0
2100,2092,B13,Caro-Kann Defense: Exchange Variation,1-0,47,60+0
1632,1588,D55,Queen's Gambit Declined: Neo-Orthodox Variation,1-0,67,60+0
1998,2066,A20,English Opening: King's English Variation,1-0,109,60+0
2345,2446,B07,Pirc Defense,1-0,65,60+0
1964,1977,C67,"Ruy Lopez: Berlin Defense, Rio Gambit Accepted",1-0,105,60+0
1446,1532,B10,Caro-Kann Defense,0-1,28,60+0
1663,1676,B01,Scandinavian Defense: Valencian Variation,1-0,107,60+0
1951,1957,C25,Vienna Game: Anderssen Defense,0-1,8,60+0
2140,2146,B01,Scandinavian Defense: Mieses-Kotroc Variation,0-1,104,60+0
2243,2279,B40,Sicilian Defense: French Variation,1-0,135,60+0
2084,2088,A06,Zukertort Opening,1/2-1/2,82,60+0
1811,1859,C00,French Defense: Knight Variation,0-1,46,60+0
1949,1913,B10,Caro-Kann Defense: Two Knights Attack,0-1,56,60+0
2076,2069,B01,Scandinavian Defense: Modern Variation,1-0,37,60+0
2618,2580,C07,"French Defense: Tarrasch Variation, Chistyakov Defense",0-1,96,60+0
1972,1850,D00,Queen's Pawn Game: Accelerated London System,0-1,62,60+1
1795,1764,B21,Sicilian Defense: Smith-Morra Gambit,1-0,29,180+0
2058,2035,A04,Zukertort Opening: Queenside Fianchetto Variation,1-0,67,600+0
1543,1570,B23,"Sicilian Defense: Closed, Traditional",0-1,38,600+0
1303,1295,C65,Ruy Lopez: Berlin Defense,1-0,31,600+0
2171,2181,C43,"Petrov's Defense: Modern Attack, Center Variation",1/2-1/2,119,600+0
1397,1404,B27,Sicilian Defense: Hyperaccelerated Dragon,0-1,55,600+0
1433,1464,C00,French Defense,1-0,117,600+0
1606,1615,A41,Queen's Pawn Game,1-0,41,600+0
1912,646,C42,"Petrov's Defense: Damiano Variation, Kholmov Gambit",1-0,17,600+0
947,1011,A15,"English Opening: Anglo-Indian Defense, Anti-Anti-Grünfeld",1/2-1/2,111,600+0
1800,1807,B20,Sicilian Defense: Mengarini Variation,1-0,99,600+0
2967,2798,A07,"King's Indian Attack, with e6",0-1,120,30+0
2069,2022,C02,"French Defense: Advance Variation, Paulsen Attack",1-0,47,300+0
1953,1941,C40,King's Pawn Game: Busch-Gass Gambit,0-1,36,300+0
1540,1495,B10,Caro-Kann Defense,1-0,71,300+0
1674,1680,B30,Sicilian Defense: Old Sicilian,1-0,29,300+0
1648,1662,E61,King's Indian Defense,0-1,126,300+0
1376,1369,B10,Caro-Kann Defense: Hillbilly Attack,1-0,89,300+0
2141,2208,A04,Zukertort Opening: Kingside Fianchetto,1-0,85,60+0
1342,1391,C44,Scotch Game,1-0,69,60+0
2442,2554,D15,Slav Defense: Three Knights Variation,0-1,56,60+0
1947,1922,B30,Sicilian Defense: Old Sicilian,1-0,55,60+0
2123,2111,B50,Sicilian Defense,0-1,82,60+0
1633,1662,A00,Van't Kruijs Opening,0-1,78,60+0
1713,1724,D07,"Queen's Gambit Declined: Chigorin Defense, Lazard Gambit",1/2-1/2,112,60+0
1577,1604,B01,Scandinavian Defense: Mieses-Kotroc Variation,0-1,66,60+0
1848,1837,B08,Pirc Defense: Classical Variation,0-1,102,60+0
961,892,B23,Sicilian Defense: Grand Prix Attack,1-0,27,60+0
2319,2286,A06,Zukertort Opening: Tennison Gambit,1-0,37,60+0
2257,2213,D00,Queen's Pawn Game: Accelerated London System,0-1,110,60+0
1814,1736,A06,Zukertort Opening: Tennison Gambit,0-1,38,60+0
2386,2320,A40,Horwitz Defense,1-0,59,60+0
1511,1546,D00,Queen's Pawn Game: Accelerated London System,0-1,64,60+0
1890,1913,B21,Sicilian Defense: McDonnell Attack,1-0,39,60+0
1626,1579,C47,Four Knights Game: Italian Variation,0-1,53,120+1
1877,1819,E91,King's Indian Defense: Orthodox Variation,1-0,49,120+1
1739,1712,B40,Sicilian Defense: French Variation,0-1,112,120+1
1325,1356,C50,Italian Game: Blackburne-Kostić Gambit,0-1,14,120+1
1661,1658,A40,Horwitz Defense,1-0,83,120+1
1664,1615,C41,Philidor Defense: Steinitz Variation,1-0,23,120+1
1504,1484,C34,King's Gambit Accepted: MacLeod Defense,0-1,88,120+1
918,916,B01,Scandinavian Defense: Mieses-Kotroc Variation,0-1,36,120+1
1708,1706,C40,King's Pawn Game: Busch-Gass Gambit,0-1,56,120+1
1308,1204,C48,"Four Knights Game: Spanish Variation, Classical Variation",0-1,36,120+1
1187,1161,B01,Scandinavian Defense: Valencian Variation,1-0,85,120+1
1950,1967,C62,Ruy Lopez: Steinitz Defense,0-1,102,120+1
1584,1587,C50,Italian Game: Paris Defense,1-0,79,120+1
1425,1421,D00,Queen's Pawn Game: Accelerated London System,1-0,53,120+1
1235,1193,C20,King's Pawn Game: Napoleon Attack,0-1,56,600+0
1888,1877,A40,Horwitz Defense,1-0,55,600+0
1685,1678,D10,Slav Defense,0-1,50,600+0
1341,1369,B10,Caro-Kann Defense: Breyer Variation,0-1,30,600+0
1742,1690,D00,Queen's Pawn Game,0-1,54,600+0
1824,1797,C20,King's Pawn Game: Leonardis Variation,0-1,114,600+0
1644,1649,B06,Modern Defense,0-1,54,600+0
1960,1937,B80,Sicilian Defense: Scheveningen Variation,0-1,72,600+0
932,959,C20,King's Pawn Game: Wayward Queen Attack,0-1,8,600+0
689,753,C10,French Defense: Hecht-Reefschläger Variation,0-1,30,600+0
1758,1670,C50,Italian Game: Paris Defense,1-0,27,180+0
1848,1877,B30,Sicilian Defense: Old Sicilian,1-0,93,180+0
1251,1789,B20,Sicilian Defense: Bowdler Attack,0-1,46,180+0
1725,1769,D02,Queen's Pawn Game: Symmetrical Variation,0-1,96,180+0
1685,1923,C26,Vienna Game: Falkbeer Variation,0-1,66,180+0
1866,1839,D02,Queen's Pawn Game: Zukertort Variation,0-1,48,180+0
1192,1722,C40,King's Pawn Game: Busch-Gass Gambit,0-1,46,180+0
2035,2220,C40,Elephant Gambit,0-1,94,300+8
1991,2126,A01,Nimzo-Larsen Attack,0-1,100,0+1
1755,1710,B00,Owen Defense,0-1,60,300+0
1663,1700,A01,Nimzo-Larsen Attack: Modern Variation,0-1,48,300+0
1212,1191,C65,"Ruy Lopez: Classical Variation, Zukertort Gambit",0-1,34,300+0
2031,2073,A85,Dutch Defense: Queen's Knight Variation,0-1,60,300+0
1650,1628,B01,Scandinavian Defense: Valencian Variation,1-0,29,300+0
934,935,A00,Van Geet Opening: Reversed Nimzowitsch,0-1,70,300+0
1337,1320,B08,Pirc Defense: Classical Variation,0-1,24,300+0
1367,1368,B01,Scandinavian Defense: Mieses-Kotroc Variation,0-1,100,300+0
1610,1592,B06,Modern Defense,0-1,58,300+0
1904,1887,B01,Scandinavian Defense: Valencian Variation,0-1,142,300+0
1583,1584,A45,Queen's Pawn Game: Chigorin Variation,0-1,128,300+0
1210,1127,B10,Caro-Kann Defense: Endgame Offer,1-0,67,300+0
2008,2014,A13,English Opening: Agincourt Defense,1-0,97,300+0
1913,1972,A03,Bird Opening: Dutch Variation,0-1,128,300+0
876,847,A00,Mieses Opening: Reversed Rat,0-1,72,300+0
1329,1290,A40,Queen's Pawn Game,1-0,32,300+3
1006,920,C00,French Defense: Knight Variation,1-0,47,300+3
1336,1336,C50,Italian Game: Blackburne-Kostić Gambit,0-1,96,300+3
2078,1998,C34,King's Gambit Accepted: Becker Defense,1-0,27,300+3
2140,2007,C18,"French Defense: Winawer Variation, Portisch-Hook Variation",1-0,85,300+3
1264,1255,D02,Queen's Pawn Game: Zukertort Variation,1-0,117,300+3
1169,1208,C42,Petrov's Defense,1-0,29,600+0
1841,1853,D06,Queen's Gambit Declined: Marshall Defense,1-0,123,600+0
1668,1667,C34,King's Gambit Accepted: Fischer Defense,1-0,51,600+0
1539,1535,C45,Scotch Game: Classical Variation,0-1,43,600+0
1900,1901,A02,Bird Opening,0-1,99,600+0
1737,1733,B21,Sicilian Defense: Smith-Morra Gambit,1-0,31,600+0
1279,1234,C23,Bishop's Opening: Boi Variation,1-0,115,600+0
1831,1757,B20,Sicilian Defense: Bowdler Attack,0-1,28,600+0
2033,1933,C36,King's Gambit Accepted: Modern Defense,1-0,57,600+0
1469,1469,B21,Sicilian Defense: Smith-Morra Gambit,1-0,41,600+0
2082,2206,B01,Scandinavian Defense: Modern Variation,0-1,82,600+0
1420,1431,C44,Ponziani Opening: Jaenisch Counterattack,1-0,53,600+0
1446,1429,C23,Bishop's Opening,0-1,58,300+0
1037,920,C20,King's Pawn Game: Leonardis Variation,1-0,109,300+0
1566,1633,C00,French Defense,0-1,74,300+0
1767,1818,A45,Indian Defense,1-0,129,300+0
1722,1731,A21,"English Opening: King's English Variation, Reversed Sicilian",1-0,25,300+0
1742,1735,D06,Queen's Gambit Declined: Marshall Defense,0-1,116,300+0
1349,1328,A43,Benoni Defense: Old Benoni,1-0,32,300+0
1667,1655,C62,Ruy Lopez: Steinitz Defense,1-0,137,300+0
1239,1190,D20,Queen's Gambit Accepted,1-0,61,300+0
1934,1914,D05,Queen's Pawn Game: Colle System,0-1,46,300+0
1188,1087,C64,Ruy Lopez: Classical Variation,1/2-1/2,74,300+0
1900,1896,C34,King's Gambit Accepted: Fischer Defense,1-0,37,300+0
2185,2032,B00,Pirc Defense,1/2-1/2,79,300+0
1468,1521,C64,Ruy Lopez: Classical Variation,0-1,50,300+0
1550,1524,C44,Ponziani Opening,0-1,76,300+0
1066,1072,D02,Queen's Pawn Game: Chigorin Variation,0-1,84,300+0
2013,2054,B27,Sicilian Defense: Hyperaccelerated Dragon,0-1,96,300+0
1574,1532,B01,Scandinavian Defense: Valencian Variation,0-1,44,1800+0
1455,1345,A40,Kangaroo Defense,0-1,42,1800+0
2250,2289,B20,Sicilian Defense: Mengarini Variation,1-0,95,180+0
1021,1147,C20,King's Pawn Game: Wayward Queen Attack,1-0,51,60+0
2230,2256,C00,French Defense: Steinitz Attack,1-0,103,30+0
1237,1253,D02,Queen's Pawn Game: Chigorin Variation,1-0,59,180+0
1602,1605,B30,Sicilian Defense: Old Sicilian,0-1,40,180+0
1619,1611,A20,English Opening: King's English Variation,1/2-1/2,105,180+0
1073,1060,D02,Queen's Pawn Game: London System,1-0,85,180+0
1949,1923,A41,Old Indian Defense,0-1,52,180+0
1319,1358,B00,Pirc Defense,0-1,140,180+0
2061,2154,B23,Sicilian Defense: Closed,1-0,85,180+0
1774,1768,C42,Petrov's Defense: Italian Variation,1-0,89,180+0
1919,1912,A00,Hungarian Opening: Sicilian Invitation,0-1,70,180+0
1257,1292,C57,"Italian Game: Two Knights Defense, Fritz Variation",0-1,20,180+0
1442,1474,C62,Ruy Lopez: Steinitz Defense,0-1,16,180+0
2034,2031,B00,Owen Defense,1-0,41,180+0
1746,1770,A45,Indian Defense: Accelerated London System,0-1,102,180+0
2046,2058,C65,Ruy Lopez: Berlin Defense,0-1,52,180+0
1821,1898,C47,Four Knights Game: Italian Variation,0-1,81,180+0
1845,1845,C53,Italian Game: Classical Variation,0-1,114,180+0
2013,1964,B27,Sicilian Defense: Hyperaccelerated Dragon,0-1,48,180+0
1640,1734,A40,Horwitz Defense,1-0,55,180+0
1305,1337,C57,"Italian Game: Two Knights Defense, Knight Attack, Normal Variation",0-1,40,600+0
1616,1639,D00,Queen's Pawn Game: Accelerated London System,1-0,31,180+2
2087,2211,A43,Benoni Defense: Old Benoni,0-1,78,30+0
1559,1442,E90,King's Indian Defense: Larsen Variation,0-1,58,180+0
1885,1881,D38,Queen's Gambit Declined: Ragozin Defense,0-1,58,60+0
1989,1984,D00,Queen's Pawn Game: Levitsky Attack,1-0,33,60+0
2428,2374,A07,"King's Indian Attack, with e6",1-0,45,60+0
1445,1378,B21,Sicilian Defense: Smith-Morra Gambit,0-1,76,60+0
2092,2127,A02,Bird Opening,1-0,29,60+0
2588,2692,E60,"King's Indian Defense: Normal Variation, King's Knight Variation",0-1,98,60+0
1765,1653,C44,Scotch Game,1-0,21,60+0
1071,1113,A01,Nimzo-Larsen Attack: Modern Variation,0-1,56,60+0
886,982,C20,King's Pawn Game: MacLeod Attack,1-0,33,60+0
2176,2260,C00,French Defense: Queen's Knight,0-1,48,60+1
2742,2712,A00,Mieses Opening,0-1,54,30+0
1870,1948,D02,Queen's Pawn Game: Chigorin Variation,1-0,73,180+0
2342,2437,B00,"Nimzowitsch Defense: Kennedy Variation, Paulsen Attack",0-1,18,60+0
1643,1662,B00,Pirc Defense,0-1,98,600+0
1859,1857,A46,Indian Defense: Wade-Tartakower Defense,0-1,76,180+0
1716,1673,A40,Horwitz Defense,0-1,98,120+0
1681,1670,B06,Modern Defense,1-0,75,60+0
1906,1901,A00,Hungarian Opening: Sicilian Invitation,0-1,96,120+1
2210,2061,A10,English Opening: Great Snake Variation,1-0,71,60+0
2324,2191,A00,Hungarian Opening,1-0,99,60+0
1503,2102,E20,Nimzo-Indian Defense,1-0,42,60+0
2029,1674,D00,Blackmar-Diemer Gambit: Blackmar Gambit,1-0,79,60+0
1514,1933,C60,Ruy Lopez: Nürnberg Variation,0-1,38,60+0
1821,2073,B50,Sicilian Defense,0-1,72,60+0
1574,1764,A00,Van't Kruijs Opening,0-1,82,60+0
1652,1325,B00,Duras Gambit,1-0,45,60+0
1105,1265,D00,Queen's Pawn Game,1/2-1/2,96,300+0
1806,2117,A00,Hungarian Opening: Indian Defense,0-1,68,300+0
1887,1596,A46,Indian Defense: London System,1-0,47,300+0
1725,1678,B06,Modern Defense,1-0,53,15+0
1834,1811,A20,English Opening: King's English Variation,0-1,66,60+0
2291,2292,E61,King's Indian Defense,0-1,136,60+2
1259,1289,B21,"Sicilian Defense: Smith-Morra Gambit Accepted, Fianchetto Defense",1-0,57,120+1
1677,1674,B13,Caro-Kann Defense: Exchange Variation,1-0,53,120+1
1440,1413,D02,Queen's Pawn Game: Chigorin Variation,0-1,44,120+1
1239,1152,C11,French Defense: Steinitz Variation,1-0,38,120+1
1005,979,A40,Englund Gambit: Hartlaub-Charlick Gambit,1-0,37,120+1
1854,1831,B06,Modern Defense,0-1,82,120+1
2101,2086,B10,"Caro-Kann Defense: Accelerated Panov Attack, Modern Variation",0-1,84,120+1
1568,1637,A35,"English Opening: Symmetrical Variation, Two Knights Variation",1-0,75,120+1
2064,2044,A41,Queen's Pawn Game,1-0,101,120+1
1379,1328,A04,Zukertort Opening: Sicilian Invitation,0-1,42,120+1
2202,2217,A05,Zukertort Opening,0-1,70,120+1
2145,2130,A00,Van't Kruijs Opening,1-0,63,120+1
1906,1960,C62,"Ruy Lopez: Steinitz Defense, Nimzowitsch Attack",1/2-1/2,71,120+1
1963,1869,B06,Modern Defense,1/2-1/2,96,60+0
2442,2451,C10,French Defense: Marshall Gambit,0-1,48,60+0
1735,1784,A00,Barnes Opening,1-0,59,60+0
2148,2142,C56,"Italian Game: Scotch Gambit, Double Gambit Accepted",1-0,103,60+0
1839,1823,B01,Scandinavian Defense: Marshall Variation,0-1,54,60+0
1603,1575,A01,Nimzo-Larsen Attack: Modern Variation,0-1,70,60+0
1029,1024,A40,Horwitz Defense,1-0,77,60+0
1718,1706,A80,Dutch Defense: Raphael Variation,1-0,123,60+0
2355,2386,B06,Modern Defense,0-1,76,60+0
1214,1193,C42,Petrov's Defense: Italian Variation,1-0,27,60+0
1383,1595,B01,Van Geet Opening: Grünfeld Defense,1-0,67,60+0
1665,1677,A40,Queen's Pawn Game,0-1,52,60+0
1404,1439,C47,Four Knights Game: Scotch Variation Accepted,0-1,88,60+0
2123,2018,A13,English Opening: Agincourt Defense,0-1,8,60+0
2016,1997,D00,Queen's Pawn Game,1-0,81,60+0
1381,1277,B01,Scandinavian Defense: Mieses-Kotroc Variation,1-0,65,60+0
1713,1717,B30,Sicilian Defense: Old Sicilian,1-0,65,300+3
1356,1346,C50,Italian Game: Paris Defense,0-1,74,300+3
1430,1364,C44,Scotch Game: Lolli Variation,0-1,58,300+3
1545,1435,B10,Caro-Kann Defense,1-0,37,300+3
1026,1036,B07,Pirc Defense,0-1,84,300+3
1799,1789,B80,"Sicilian Defense: Scheveningen Variation, Vitolins Variation",1-0,43,300+0
1277,1276,C68,Ruy Lopez: Exchange Variation,0-1,90,300+0
1621,1626,C44,King's Knight Opening: Normal Variation,0-1,45,300+0
1579,1592,B00,Nimzowitsch Defense: Declined Variation,1-0,127,300+0
1770,1885,A00,Mieses Opening,0-1,70,15+0
1292,1310,D02,Queen's Pawn Game: Chigorin Variation,1-0,51,900+10
1895,1964,D04,Queen's Pawn Game: Colle System,0-1,52,900+10
1320,1312,A80,Dutch Defense,1-0,50,900+10
1214,1189,B08,Pirc Defense: Classical Variation,1-0,47,900+10
1407,1424,B27,Sicilian Defense,1-0,69,900+10
1665,1599,C44,King's Knight Opening: Normal Variation,0-1,106,900+10
1390,1338,A04,Zukertort Opening: Dutch Variation,0-1,16,120+1
1269,1273,B50,Sicilian Defense: Modern Variations,1-0,53,120+1
1315,1287,D40,"Queen's Gambit Declined: Semi-Tarrasch Defense, Pillsbury Variation",1-0,55,120+1
2050,2010,E40,Nimzo-Indian Defense: Rubinstein System,1-0,108,120+1
1453,1467,A01,Nimzo-Larsen Attack,0-1,32,120+1
1914,1886,C31,"King's Gambit Declined: Falkbeer Countergambit, Hinrichsen Gambit",0-1,60,120+1
1003,1121,B01,Scandinavian Defense: Mieses-Kotroc Variation,0-1,78,120+1
1212,1160,B01,Scandinavian Defense: Main Line,1-0,75,120+1
2172,2222,B01,Scandinavian Defense: Mieses-Kotroc Variation,0-1,58,120+1
986,992,C48,Four Knights Game: Spanish Variation,1-0,45,120+1
1680,1578,D55,"Queen's Gambit Declined: Neo-Orthodox Variation, Main Line",0-1,58,120+1
1749,1695,A45,Indian Defense: Accelerated London System,1-0,65,120+1
2153,2120,B14,"Caro-Kann Defense: Panov Attack, Fianchetto Defense",0-1,58,120+1
2048,1957,D02,Queen's Pawn Game: London System,0-1,54,120+1
1262,1150,A40,Borg Defense: Borg Gambit,0-1,68,120+1
1928,1768,B10,Caro-Kann Defense,1-0,91,180+0
1867,1891,D15,Slav Defense: Three Knights Variation,0-1,82,180+0
1794,1963,A48,"London System, with Be2",0-1,46,180+0
1722,1714,C01,French Defense: Exchange Variation,0-1,50,180+0
1729,1882,C00,French Defense: Knight Variation,1-0,71,180+0
1908,1884,B22,"Sicilian Defense: Alapin Variation, Barmen Defense, Central Exchange",1-0,99,180+0
1678,1708,B01,Scandinavian Defense: Mieses-Kotroc Variation,0-1,86,180+0
1691,1847,C21,Center Game: Halasz-McDonnell Gambit,0-1,62,180+0
1454,1388,C31,King's Gambit Declined: Falkbeer Countergambit Accepted,1-0,65,600+0
1528,1522,B01,Scandinavian Defense: Main Line,1-0,45,600+0
1508,1493,C62,Ruy Lopez: Steinitz Defense,0-1,68,600+0
1254,1039,C00,French Defense: King's Indian Attack,0-1,42,600+0
1534,1637,B09,"Pirc Defense: Austrian Attack, Unzicker Attack",1-0,43,600+0
1241,1255,B07,King's Pawn Game: Maróczy Defense,0-1,74,600+0
1653,1697,D02,Queen's Pawn Game: London System,1-0,35,600+0
1822,1706,B33,Sicilian Defense: Open,1-0,120,600+0
1096,1039,A45,Queen's Pawn Game: Chigorin Variation,1-0,25,600+0
775,902,A00,Van't Kruijs Opening,0-1,20,600+0
2215,1863,B00,Owen Defense,1-0,51,600+0
1467,1492,C42,Petrov's Defense: Italian Variation,0-1,42,600+0
1887,1835,C00,French Defense: Knight Variation,1-0,57,600+0
1877,1882,A25,"English Opening: King's English Variation, Reversed Closed Sicilian",0-1,52,60+0
1552,1564,B00,Nimzowitsch Defense: Franco-Nimzowitsch Variation,1-0,67,60+0
2203,2220,A45,Indian Defense,0-1,64,60+0
1992,2058,A00,Mieses Opening,1-0,37,60+0
1750,1701,B02,Alekhine Defense: Scandinavian Variation,0-1,56,60+0
2697,2701,C25,Vienna Game: Paulsen Variation,0-1,98,60+0
1533,1533,B10,Caro-Kann Defense,0-1,74,60+0
1944,1978,D02,Queen's Pawn Game: Zukertort Variation,1/2-1/2,132,60+0
1271,1264,B06,Modern Defense,0-1,68,60+0
2112,2128,C20,King's Pawn Game: Leonardis Variation,1-0,139,60+0
1992,1991,A01,Nimzo-Larsen Attack: Modern Variation,1-0,85,60+0
1140,1080,B00,Pirc Defense,1-0,29,60+0
2323,2326,A00,Ware Opening,0-1,114,60+0
1610,1620,A00,Van't Kruijs Opening,1-0,43,60+0
1888,1845,A04,Zukertort Opening: Pirc Invitation,1-0,65,60+0
1627,1641,A00,Mieses Opening,1-0,67,60+0
2157,2184,B95,Sicilian Defense: Najdorf Variation,0-1,70,60+0
1903,1897,A06,Zukertort Opening: Old Indian Attack,0-1,150,180+0
1471,1479,B01,Scandinavian Defense: Valencian Variation,1-0,53,180+0
1661,1743,C44,Ponziani Opening,1-0,53,180+0
1459,1450,B00,Owen Defense,0-1,72,180+0
2073,2047,C01,French Defense: Exchange Variation,0-1,102,180+0
1407,1306,B01,Scandinavian Defense: Valencian Variation,1-0,91,180+0
